transaction_id,timestamp,sender_account,receiver_account,amount,currency,transaction_type,sender_country,receiver_country,is_suspicious_injected
TXN991913,2024-01-04 07:56:47,ACC00001,ACC00054,914.68,EUR,PAYMENT,DE,PL,False
TXN500984,2024-01-04 08:12:58,ACC00130,ACC00063,3338.21,CHF,PAYMENT,US,CH,False
TXN800722,2024-01-04 13:41:48,ACC00178,ACC00180,1431.61,CHF,TRANSFER,US,DE,False
TXN557409,2024-01-04 15:20:30,ACC00190,ACC00011,1196.69,CHF,TRANSFER,US,CH,False
TXN183074,2024-01-04 16:33:52,ACC00158,ACC00002,1517.3,EUR,WITHDRAWAL,DE,CH,False
TXN436219,2024-01-04 18:23:20,ACC00126,ACC00049,1417.0,USD,TRANSFER,CH,PL,False
TXN379570,2024-01-04 23:04:53,ACC00132,ACC00108,5274.54,CHF,TRANSFER,US,UK,False
TXN193520,2024-01-04 23:35:34,ACC00198,ACC00103,889.46,USD,WITHDRAWAL,UK,UK,False
TXN857311,2024-01-05 02:24:56,ACC00139,ACC00006,4922.49,CHF,TRANSFER,US,US,False
TXN343904,2024-01-05 02:51:41,ACC00181,ACC00004,1776.76,PLN,DEPOSIT,DE,UK,False
TXN776000,2024-01-05 04:06:53,ACC00114,ACC00190,9510.73,EUR,WITHDRAWAL,PL,PL,False
TXN220675,2024-01-05 09:15:15,ACC00012,ACC00183,284.97,EUR,TRANSFER,DE,DE,False
TXN594078,2024-01-05 10:00:50,ACC00079,ACC00117,980.78,EUR,WITHDRAWAL,CH,DE,False
TXN621530,2024-01-05 12:00:33,ACC00128,ACC00079,2193.28,PLN,PAYMENT,CH,UK,False
TXN715467,2024-01-05 12:18:19,ACC00077,ACC00085,2460.53,PLN,WITHDRAWAL,DE,US,False
TXN135695,2024-01-05 14:27:07,ACC00065,ACC00050,6699.33,PLN,TRANSFER,CH,DE,False
TXN947311,2024-01-05 15:57:27,ACC00123,ACC00111,704.56,EUR,DEPOSIT,DE,PL,False
TXN289517,2024-01-05 16:31:16,ACC00056,ACC00147,358.76,EUR,TRANSFER,US,UK,False
TXN710384,2024-01-05 16:58:50,ACC00050,ACC00023,1787.72,PLN,WITHDRAWAL,PL,DE,False
TXN254511,2024-01-05 17:49:50,ACC00058,ACC00051,4940.88,PLN,WITHDRAWAL,UK,CH,False
TXN500980,2024-01-05 21:51:33,ACC00021,ACC00148,13251.8,USD,PAYMENT,US,DE,False
TXN286659,2024-01-05 21:53:08,ACC00167,ACC00090,65.84,EUR,PAYMENT,US,UK,False
TXN497349,2024-01-06 00:44:55,ACC00081,ACC00113,11410.24,USD,TRANSFER,US,PL,False
TXN464699,2024-01-06 01:07:55,ACC00139,ACC00197,1783.87,EUR,DEPOSIT,CH,DE,False
TXN811047,2024-01-06 04:39:31,ACC00018,ACC00129,2110.09,USD,PAYMENT,CH,US,False
TXN335426,2024-01-06 05:05:00,ACC00190,ACC00119,1141.76,PLN,WITHDRAWAL,US,US,False
TXN712333,2024-01-06 05:21:44,ACC00090,ACC00191,11625.78,EUR,PAYMENT,PL,UK,False
TXN335445,2024-01-06 11:21:48,ACC00021,ACC00097,3039.34,EUR,TRANSFER,US,DE,False
TXN356639,2024-01-06 12:33:07,ACC00177,ACC00166,51.28,PLN,DEPOSIT,UK,PL,False
TXN741055,2024-01-06 14:17:36,ACC00200,ACC00092,13556.97,USD,PAYMENT,UK,PL,False
TXN609232,2024-01-06 15:15:55,ACC00070,ACC00113,55.63,CHF,DEPOSIT,UK,DE,False
TXN850534,2024-01-06 16:11:00,ACC00028,ACC00113,4453.65,USD,DEPOSIT,UK,US,False
TXN735553,2024-01-06 17:44:14,ACC00032,ACC00051,807.94,PLN,WITHDRAWAL,DE,US,False
TXN590083,2024-01-06 17:46:51,ACC00116,ACC00174,79.61,USD,WITHDRAWAL,CH,US,False
TXN752126,2024-01-07 01:12:14,ACC00121,ACC00076,2284.22,USD,DEPOSIT,PL,US,False
TXN896483,2024-01-07 03:39:37,ACC00168,ACC00167,1066.6,PLN,PAYMENT,UK,UK,False
TXN558444,2024-01-07 05:31:20,ACC00005,ACC00146,935.5,EUR,PAYMENT,US,CH,False
TXN255851,2024-01-07 17:28:41,ACC00072,ACC00116,112.98,USD,DEPOSIT,UK,UK,False
TXN209116,2024-01-07 21:54:30,ACC00186,ACC00011,7673.22,CHF,WITHDRAWAL,US,UK,False
TXN723303,2024-01-07 22:34:55,ACC00146,ACC00071,538.74,USD,WITHDRAWAL,CH,US,False
TXN867457,2024-01-08 02:37:33,ACC00029,ACC00093,7321.44,CHF,WITHDRAWAL,DE,PL,False
TXN465973,2024-01-08 03:07:57,ACC00015,ACC00169,1240.69,USD,TRANSFER,CH,CH,False
TXN147549,2024-01-08 05:25:15,ACC00030,ACC00037,6234.75,EUR,PAYMENT,PL,PL,False
TXN930605,2024-01-08 06:07:34,ACC00183,ACC00167,1819.66,CHF,DEPOSIT,CH,CH,False
TXN596025,2024-01-08 06:36:09,ACC00147,ACC00157,3405.29,USD,DEPOSIT,UK,DE,False
TXN825272,2024-01-08 07:19:39,ACC00045,ACC00158,993.64,USD,PAYMENT,CH,PL,False
TXN738613,2024-01-08 07:57:09,ACC00095,ACC00021,48.91,CHF,PAYMENT,CH,CH,False
TXN614259,2024-01-08 08:55:25,ACC00080,ACC00045,261.57,PLN,TRANSFER,DE,CH,False
TXN378361,2024-01-08 10:17:29,ACC00046,ACC00150,1802.44,PLN,PAYMENT,US,US,False
TXN576660,2024-01-08 10:24:31,ACC00030,ACC00073,66.7,USD,PAYMENT,DE,DE,False
TXN732209,2024-01-08 16:18:17,ACC00173,ACC00155,2037.33,PLN,WITHDRAWAL,CH,CH,False
TXN723398,2024-01-08 17:12:34,ACC00064,ACC00150,1473.35,PLN,PAYMENT,CH,CH,False
TXN624369,2024-01-08 19:36:05,ACC00131,ACC00103,11837.47,PLN,TRANSFER,DE,US,False
TXN732608,2024-01-08 19:57:01,ACC00181,ACC00179,926.59,USD,DEPOSIT,DE,PL,False
TXN749208,2024-01-08 22:29:17,ACC00094,ACC00121,1833.69,EUR,DEPOSIT,DE,CH,False
TXN920652,2024-01-08 23:23:45,ACC00031,ACC00146,1268.53,EUR,PAYMENT,US,PL,False
TXN299829,2024-01-08 23:32:23,ACC00071,ACC00081,751.05,EUR,TRANSFER,UK,UK,False
TXN222596,2024-01-08 23:46:46,ACC00042,ACC00062,394.82,EUR,WITHDRAWAL,UK,US,False
TXN404561,2024-01-09 04:02:38,ACC00198,ACC00038,4227.64,EUR,TRANSFER,US,UK,False
TXN614416,2024-01-09 04:49:10,ACC00075,ACC00143,787.26,EUR,DEPOSIT,UK,CH,False
TXN426087,2024-01-09 13:11:40,ACC00030,ACC00002,1946.16,PLN,DEPOSIT,UK,PL,False
TXN717499,2024-01-09 17:38:20,ACC00083,ACC00104,1436.32,CHF,TRANSFER,US,UK,False
TXN403726,2024-01-09 19:47:24,ACC00179,ACC00034,3302.11,PLN,WITHDRAWAL,UK,UK,False
TXN958285,2024-01-09 20:38:39,ACC00087,ACC00164,2325.39,EUR,PAYMENT,UK,DE,False
TXN356430,2024-01-09 22:17:22,ACC00012,ACC00004,267.78,CHF,DEPOSIT,UK,DE,False
TXN683879,2024-01-10 03:15:56,ACC00061,ACC00054,4657.02,PLN,DEPOSIT,US,US,False
TXN986585,2024-01-10 04:31:20,ACC00074,ACC00199,128.23,USD,DEPOSIT,US,UK,False
TXN695417,2024-01-10 06:20:29,ACC00065,ACC00145,831.01,CHF,TRANSFER,DE,PL,False
TXN334896,2024-01-10 06:55:25,ACC00027,ACC00008,143.33,PLN,WITHDRAWAL,PL,US,False
TXN104892,2024-01-10 10:47:38,ACC00014,ACC00155,209.55,CHF,WITHDRAWAL,DE,US,False
TXN191962,2024-01-10 12:30:09,ACC00077,ACC00086,5422.0,PLN,PAYMENT,DE,DE,False
TXN761282,2024-01-10 13:44:00,ACC00133,ACC00197,571.49,USD,DEPOSIT,UK,UK,False
TXN586830,2024-01-10 17:23:26,ACC00076,ACC00068,6646.34,PLN,WITHDRAWAL,PL,US,False
TXN391668,2024-01-10 18:39:04,ACC00062,ACC00086,3485.26,USD,PAYMENT,UK,DE,False
TXN840719,2024-01-10 18:59:01,ACC00172,ACC00027,3139.31,CHF,PAYMENT,PL,PL,False
TXN700687,2024-01-11 00:33:57,ACC00149,ACC00044,5251.35,EUR,TRANSFER,US,UK,False
TXN781605,2024-01-11 01:41:53,ACC00165,ACC00174,15128.95,EUR,PAYMENT,UK,US,False
TXN841122,2024-01-11 02:35:01,ACC00179,ACC00176,5637.86,USD,PAYMENT,PL,PL,False
TXN665621,2024-01-11 02:44:11,ACC00005,ACC00193,326.12,EUR,WITHDRAWAL,PL,PL,False
TXN100561,2024-01-11 02:56:46,ACC00047,ACC00011,723.99,EUR,WITHDRAWAL,US,UK,False
TXN380357,2024-01-11 06:22:01,ACC00146,ACC00190,1446.67,EUR,WITHDRAWAL,CH,UK,False
TXN449951,2024-01-11 07:43:47,ACC00111,ACC00132,1247.9,CHF,DEPOSIT,US,PL,False
TXN535050,2024-01-11 08:11:42,ACC00090,ACC00007,375.04,CHF,DEPOSIT,DE,UK,False
TXN264735,2024-01-11 09:35:16,ACC00156,ACC00112,294.88,PLN,DEPOSIT,DE,DE,False
TXN819796,2024-01-11 09:50:11,ACC00148,ACC00163,1613.77,USD,WITHDRAWAL,CH,US,False
TXN678944,2024-01-11 10:44:11,ACC00176,ACC00081,274.99,PLN,DEPOSIT,DE,CH,False
TXN145209,2024-01-11 11:47:12,ACC00041,ACC00173,40.52,EUR,DEPOSIT,DE,UK,False
TXN665509,2024-01-11 12:00:10,ACC00063,ACC00053,2452.26,USD,WITHDRAWAL,CH,UK,False
TXN810477,2024-01-11 20:00:00,ACC00017,ACC00028,27384.26,PLN,DEPOSIT,UK,UK,False
TXN703263,2024-01-12 03:33:25,ACC00024,ACC00044,409.39,PLN,DEPOSIT,CH,UK,False
TXN726495,2024-01-12 03:47:49,ACC00074,ACC00184,655.87,USD,PAYMENT,UK,PL,False
TXN944565,2024-01-12 12:37:39,ACC00053,ACC00054,3188.87,EUR,DEPOSIT,CH,CH,False
TXN696289,2024-01-12 13:59:49,ACC00009,ACC00179,4058.98,EUR,WITHDRAWAL,PL,UK,False
TXN615929,2024-01-12 15:07:52,ACC00061,ACC00109,933.98,USD,DEPOSIT,PL,PL,False
TXN667451,2024-01-12 16:48:41,ACC00180,ACC00017,2677.76,PLN,PAYMENT,PL,US,False
TXN382368,2024-01-12 18:33:55,ACC00099,ACC00030,782.94,EUR,PAYMENT,CH,UK,False
TXN132663,2024-01-12 19:28:00,ACC00118,ACC00166,3792.48,CHF,PAYMENT,UK,PL,False
TXN417467,2024-01-12 19:39:07,ACC00034,ACC00135,6372.12,USD,WITHDRAWAL,DE,CH,False
TXN668532,2024-01-12 20:04:58,ACC00149,ACC00190,1500.11,EUR,TRANSFER,PL,CH,False
TXN436050,2024-01-12 22:15:23,ACC00197,ACC00073,531.24,PLN,TRANSFER,DE,US,False
TXN112537,2024-01-12 23:23:57,ACC00036,ACC00032,3416.12,USD,WITHDRAWAL,DE,UK,False
TXN167496,2024-01-13 00:35:56,ACC00194,ACC00108,4810.69,EUR,TRANSFER,PL,PL,False
TXN343007,2024-01-13 04:57:15,ACC00195,ACC00125,13407.0,EUR,DEPOSIT,DE,PL,False
TXN331287,2024-01-13 06:06:51,ACC00153,ACC00159,1338.7,USD,PAYMENT,US,UK,False
TXN801444,2024-01-13 06:24:01,ACC00050,ACC00176,1964.25,USD,TRANSFER,DE,DE,False
TXN451801,2024-01-13 06:38:07,ACC00152,ACC00045,6585.13,PLN,DEPOSIT,DE,UK,False
TXN148205,2024-01-13 07:10:02,ACC00106,ACC00114,1790.75,EUR,DEPOSIT,PL,CH,False
TXN679751,2024-01-13 07:46:02,ACC00197,ACC00198,19.01,PLN,WITHDRAWAL,US,CH,False
TXN649300,2024-01-13 09:39:54,ACC00110,ACC00070,154.98,EUR,TRANSFER,UK,UK,False
TXN390206,2024-01-13 11:29:04,ACC00097,ACC00032,796.19,EUR,TRANSFER,CH,DE,False
TXN276919,2024-01-13 13:34:20,ACC00027,ACC00191,2402.47,EUR,WITHDRAWAL,US,DE,False
TXN744755,2024-01-13 14:19:49,ACC00121,ACC00171,239.34,USD,PAYMENT,CH,US,False
TXN940534,2024-01-14 00:57:48,ACC00144,ACC00036,1822.07,CHF,PAYMENT,UK,PL,False
TXN386643,2024-01-14 01:29:59,ACC00152,ACC00087,846.46,CHF,PAYMENT,DE,US,False
TXN826847,2024-01-14 03:56:47,ACC00054,ACC00065,1231.58,EUR,DEPOSIT,PL,PL,False
TXN723939,2024-01-14 04:43:14,ACC00048,ACC00018,149.56,USD,PAYMENT,PL,CH,False
TXN342675,2024-01-14 04:45:12,ACC00036,ACC00163,1748.23,USD,TRANSFER,DE,CH,False
TXN697935,2024-01-14 06:28:25,ACC00062,ACC00131,7911.65,PLN,TRANSFER,CH,DE,False
TXN719284,2024-01-14 08:49:52,ACC00117,ACC00154,1198.5,USD,PAYMENT,UK,DE,False
TXN814544,2024-01-14 11:40:55,ACC00044,ACC00082,24010.42,USD,WITHDRAWAL,US,UK,False
TXN504032,2024-01-14 15:55:39,ACC00134,ACC00121,4662.36,CHF,DEPOSIT,CH,PL,False
TXN685193,2024-01-14 16:17:02,ACC00046,ACC00066,3257.29,USD,DEPOSIT,UK,UK,False
TXN780999,2024-01-14 18:31:47,ACC00084,ACC00144,478.98,EUR,PAYMENT,UK,CH,False
TXN907788,2024-01-15 04:09:59,ACC00196,ACC00121,1225.55,PLN,TRANSFER,PL,US,False
TXN565108,2024-01-15 06:29:29,ACC00126,ACC00184,1118.23,PLN,DEPOSIT,CH,DE,False
TXN533843,2024-01-15 06:53:19,ACC00126,ACC00006,1724.49,CHF,TRANSFER,DE,UK,False
TXN886249,2024-01-15 08:48:45,ACC00121,ACC00035,24.64,EUR,PAYMENT,DE,DE,False
TXN918656,2024-01-15 08:51:04,ACC00066,ACC00042,1144.95,EUR,TRANSFER,UK,UK,False
TXN815819,2024-01-15 11:03:02,ACC00115,ACC00046,8378.77,USD,WITHDRAWAL,CH,PL,False
TXN638430,2024-01-15 13:27:28,ACC00176,ACC00137,2964.08,USD,PAYMENT,CH,UK,False
TXN736356,2024-01-15 13:31:02,ACC00054,ACC00158,479.73,USD,PAYMENT,PL,PL,False
TXN217308,2024-01-15 14:39:42,ACC00144,ACC00003,77.9,USD,TRANSFER,US,CH,False
TXN792561,2024-01-15 16:51:13,ACC00076,ACC00121,607.89,CHF,DEPOSIT,UK,US,False
TXN630155,2024-01-15 22:12:14,ACC00022,ACC00034,3049.82,EUR,DEPOSIT,DE,CH,False
TXN182255,2024-01-16 00:17:50,ACC00196,ACC00167,2027.84,USD,PAYMENT,CH,PL,False
TXN312429,2024-01-16 01:03:53,ACC00165,ACC00170,968.11,USD,TRANSFER,DE,US,False
TXN276636,2024-01-16 01:34:25,ACC00190,ACC00101,148.88,PLN,DEPOSIT,DE,UK,False
TXN599968,2024-01-16 03:13:14,ACC00001,ACC00056,4709.59,USD,WITHDRAWAL,CH,UK,False
TXN545120,2024-01-16 07:49:35,ACC00022,ACC00188,663.98,CHF,WITHDRAWAL,CH,US,False
TXN375754,2024-01-16 09:08:38,ACC00097,ACC00057,84.33,CHF,WITHDRAWAL,CH,CH,False
TXN749871,2024-01-16 09:58:57,ACC00194,ACC00063,402.57,PLN,WITHDRAWAL,US,UK,False
TXN519791,2024-01-16 11:44:31,ACC00193,ACC00089,167.1,EUR,PAYMENT,CH,PL,False
TXN130277,2024-01-16 17:46:55,ACC00083,ACC00040,1844.07,CHF,PAYMENT,UK,US,False
TXN714012,2024-01-16 21:04:25,ACC00091,ACC00066,2306.58,PLN,TRANSFER,UK,DE,False
TXN450964,2024-01-16 21:15:25,ACC00101,ACC00050,373.3,PLN,WITHDRAWAL,UK,PL,False
TXN142581,2024-01-16 23:18:11,ACC00143,ACC00186,1475.67,EUR,PAYMENT,PL,UK,False
TXN521818,2024-01-17 00:08:29,ACC00109,ACC00181,138.36,USD,DEPOSIT,PL,US,False
TXN845937,2024-01-17 01:50:57,ACC00197,ACC00076,1481.56,EUR,WITHDRAWAL,DE,PL,False
TXN388321,2024-01-17 02:38:14,ACC00169,ACC00014,444.38,USD,TRANSFER,CH,PL,False
TXN147457,2024-01-17 04:09:43,ACC00047,ACC00102,1374.2,CHF,DEPOSIT,US,CH,False
TXN242371,2024-01-17 10:33:36,ACC00169,ACC00112,366.36,USD,PAYMENT,UK,CH,False
TXN917018,2024-01-17 10:43:42,ACC00106,ACC00100,2314.61,USD,WITHDRAWAL,UK,DE,False
TXN721314,2024-01-17 11:51:25,ACC00166,ACC00080,121.93,PLN,DEPOSIT,PL,US,False
TXN419811,2024-01-17 14:54:54,ACC00052,ACC00079,6140.54,EUR,PAYMENT,CH,DE,False
TXN182582,2024-01-17 15:10:26,ACC00062,ACC00147,781.59,CHF,TRANSFER,CH,DE,False
TXN443856,2024-01-17 20:13:38,ACC00110,ACC00133,2491.51,CHF,TRANSFER,DE,DE,False
TXN265092,2024-01-17 20:43:00,ACC00168,ACC00001,341.48,EUR,PAYMENT,US,UK,False
TXN956401,2024-01-17 21:22:12,ACC00068,ACC00091,1313.49,CHF,TRANSFER,DE,DE,False
TXN405110,2024-01-18 00:37:12,ACC00067,ACC00030,73.48,PLN,TRANSFER,US,CH,False
TXN163941,2024-01-18 00:48:43,ACC00141,ACC00123,8521.19,EUR,PAYMENT,DE,UK,False
TXN566732,2024-01-18 01:08:04,ACC00045,ACC00184,7334.66,EUR,DEPOSIT,PL,CH,False
TXN804258,2024-01-18 06:46:59,ACC00001,ACC00005,4050.87,PLN,PAYMENT,DE,PL,False
TXN256501,2024-01-18 07:03:20,ACC00154,ACC00067,576.99,EUR,WITHDRAWAL,CH,PL,False
TXN501677,2024-01-18 08:18:46,ACC00019,ACC00060,8543.68,PLN,TRANSFER,US,US,False
TXN906066,2024-01-18 08:55:01,ACC00166,ACC00016,3364.18,USD,TRANSFER,DE,UK,False
TXN543621,2024-01-18 12:27:59,ACC00145,ACC00155,225.85,CHF,DEPOSIT,CH,DE,False
TXN615856,2024-01-18 13:29:20,ACC00163,ACC00187,782.78,EUR,WITHDRAWAL,CH,CH,False
TXN778506,2024-01-18 14:32:19,ACC00015,ACC00163,1523.44,EUR,DEPOSIT,PL,UK,False
TXN779099,2024-01-18 14:49:48,ACC00076,ACC00062,763.68,PLN,PAYMENT,US,DE,False
TXN499917,2024-01-18 23:19:08,ACC00141,ACC00156,25148.71,CHF,DEPOSIT,DE,DE,False
TXN324116,2024-01-19 00:34:13,ACC00139,ACC00073,12874.74,EUR,DEPOSIT,DE,PL,False
TXN546711,2024-01-19 01:09:59,ACC00112,ACC00163,430.24,PLN,DEPOSIT,UK,DE,False
TXN681141,2024-01-19 01:42:39,ACC00023,ACC00092,1137.7,EUR,PAYMENT,PL,US,False
TXN527809,2024-01-19 02:23:10,ACC00004,ACC00143,515.32,USD,TRANSFER,UK,PL,False
TXN429861,2024-01-19 02:23:39,ACC00012,ACC00014,11082.97,EUR,TRANSFER,US,US,False
TXN419443,2024-01-19 02:32:12,ACC00116,ACC00165,131.56,USD,TRANSFER,CH,DE,False
TXN801655,2024-01-19 03:45:22,ACC00100,ACC00120,197.84,EUR,PAYMENT,UK,CH,False
TXN103257,2024-01-19 07:12:07,ACC00074,ACC00189,2775.9,USD,PAYMENT,US,DE,False
TXN364178,2024-01-19 09:32:30,ACC00146,ACC00044,4352.97,EUR,PAYMENT,DE,US,False
TXN879286,2024-01-19 09:44:58,ACC00169,ACC00022,2523.51,CHF,DEPOSIT,CH,PL,False
TXN865054,2024-01-19 11:07:55,ACC00103,ACC00108,2803.16,EUR,PAYMENT,US,US,False
TXN748270,2024-01-19 11:51:37,ACC00177,ACC00181,3805.14,CHF,WITHDRAWAL,UK,US,False
TXN208013,2024-01-19 13:18:45,ACC00043,ACC00103,13970.24,PLN,PAYMENT,CH,PL,False
TXN215830,2024-01-19 16:35:12,ACC00165,ACC00083,1451.21,PLN,TRANSFER,DE,DE,False
TXN342959,2024-01-19 17:54:39,ACC00188,ACC00041,2084.87,PLN,PAYMENT,UK,US,False
TXN216946,2024-01-19 19:31:37,ACC00086,ACC00078,3727.92,PLN,WITHDRAWAL,US,US,False
TXN198907,2024-01-19 19:43:49,ACC00105,ACC00049,445.43,CHF,DEPOSIT,UK,UK,False
TXN591022,2024-01-19 21:16:42,ACC00024,ACC00180,6525.84,CHF,DEPOSIT,UK,UK,False
TXN961186,2024-01-20 00:42:33,ACC00123,ACC00180,1024.15,CHF,PAYMENT,DE,PL,False
TXN876039,2024-01-20 06:27:43,ACC00016,ACC00158,1053.88,USD,WITHDRAWAL,US,PL,False
TXN342189,2024-01-20 08:04:00,ACC00041,ACC00113,14.76,USD,TRANSFER,CH,UK,False
TXN690341,2024-01-20 09:56:47,ACC00118,ACC00161,921.98,PLN,WITHDRAWAL,CH,US,False
TXN960085,2024-01-20 11:52:38,ACC00184,ACC00109,543.73,USD,DEPOSIT,CH,PL,False
TXN736473,2024-01-20 12:26:03,ACC00044,ACC00005,337.31,USD,DEPOSIT,PL,CH,False
TXN595351,2024-01-20 12:34:23,ACC00085,ACC00185,316.24,USD,TRANSFER,CH,DE,False
TXN290407,2024-01-20 14:12:42,ACC00053,ACC00080,1642.03,PLN,TRANSFER,DE,CH,False
TXN691040,2024-01-20 20:51:20,ACC00046,ACC00069,114.77,USD,PAYMENT,US,CH,False
TXN411152,2024-01-20 21:59:33,ACC00027,ACC00141,801.48,CHF,WITHDRAWAL,PL,DE,False
TXN328026,2024-01-20 23:38:34,ACC00055,ACC00136,3311.86,EUR,TRANSFER,CH,UK,False
TXN650779,2024-01-21 04:14:34,ACC00106,ACC00026,1366.59,CHF,DEPOSIT,DE,US,False
TXN976258,2024-01-21 04:20:02,ACC00176,ACC00109,1331.19,USD,PAYMENT,PL,DE,False
TXN378663,2024-01-21 04:30:50,ACC00112,ACC00172,5460.12,CHF,PAYMENT,CH,CH,False
TXN802685,2024-01-21 07:28:14,ACC00086,ACC00083,133.92,USD,DEPOSIT,UK,UK,False
TXN769054,2024-01-21 10:13:16,ACC00108,ACC00015,6524.83,EUR,DEPOSIT,US,CH,False
TXN152906,2024-01-21 13:39:18,ACC00121,ACC00174,430.65,CHF,TRANSFER,PL,UK,False
TXN890069,2024-01-21 14:33:08,ACC00067,ACC00157,5591.33,USD,DEPOSIT,DE,PL,False
TXN126775,2024-01-21 15:04:38,ACC00039,ACC00153,2841.49,USD,DEPOSIT,CH,CH,False
TXN938708,2024-01-21 20:13:16,ACC00099,ACC00180,261.73,CHF,PAYMENT,UK,DE,False
TXN637395,2024-01-21 21:50:34,ACC00012,ACC00108,46142.94,EUR,DEPOSIT,CH,DE,False
TXN631586,2024-01-21 22:38:31,ACC00060,ACC00197,900.65,CHF,PAYMENT,US,CH,False
TXN769760,2024-01-21 22:59:52,ACC00050,ACC00098,12544.25,EUR,PAYMENT,CH,DE,False
TXN727320,2024-01-22 02:47:12,ACC00104,ACC00018,16217.02,CHF,DEPOSIT,UK,PL,False
TXN690509,2024-01-22 03:44:11,ACC00095,ACC00124,99.19,EUR,DEPOSIT,DE,PL,False
TXN189110,2024-01-22 05:41:54,ACC00153,ACC00165,498.38,USD,DEPOSIT,DE,CH,False
TXN402418,2024-01-22 09:31:31,ACC00146,ACC00089,707.89,PLN,PAYMENT,DE,UK,False
TXN403662,2024-01-22 10:17:52,ACC00047,ACC00035,3343.91,CHF,PAYMENT,US,CH,False
TXN456699,2024-01-22 15:52:14,ACC00197,ACC00165,1757.01,EUR,PAYMENT,DE,UK,False
TXN300070,2024-01-22 17:33:00,ACC00035,ACC00004,5757.67,PLN,WITHDRAWAL,PL,DE,False
TXN486482,2024-01-22 23:23:03,ACC00124,ACC00182,1534.07,CHF,TRANSFER,DE,CH,False
TXN361736,2024-01-23 00:42:31,ACC00167,ACC00072,5160.03,PLN,WITHDRAWAL,UK,CH,False
TXN431777,2024-01-23 01:26:47,ACC00038,ACC00129,780.76,CHF,DEPOSIT,CH,PL,False
TXN651640,2024-01-23 01:38:38,ACC00190,ACC00108,1829.37,PLN,PAYMENT,UK,US,False
TXN575804,2024-01-23 04:23:26,ACC00167,ACC00197,573.97,PLN,PAYMENT,PL,US,False
